Any,Variacio_Salari,Variacio_Index
2016-08-01,26.467508933589134,0.10652950544485229
2017-08-01,26.608134531817896,1.9982586449678097
2018-08-01,21.99210604403867,2.200442617767928
2019-08-01,19.644733905989842,0.6238528326012016
2020-08-01,11.78874234466094,-0.7911214043429649
2021-08-01,11.207308985152897,3.0936567125636527
2022-08-01,12.067643109757697,10.181752600044103
2023-08-01,11.53504357110573,2.5316455696202445
2002-09-01,12.383637736486675,-39.421030225627916
2003-09-01,12.525145542355087,3.3995080815179213
2004-09-01,-19.896868384476964,3.6870274403194347
2005-09-01,-19.169577128315662,4.276935682097482
2006-09-01,-15.008675809735038,3.0185170634609015
2007-09-01,-13.770113970355025,2.851259104834303
2008-09-01,-8.853718920143683,4.501297738227672
2009-09-01,-7.724674311095514,-0.5002838489923334
2010-09-01,-6.838843650871517,2.3856220803765593
2011-09-01,-8.528464832390636,3.2088789820748698
2012-09-01,-11.01782114951818,3.9032620922384798
2013-09-01,-11.130974754118894,0.5228970444949521
2014-09-01,-10.50331234730314,0.13677533305334055
2015-09-01,-9.531807930840063,-0.49042804904281256
2016-09-01,26.467508933589134,0.403138645108303
2017-09-01,26.608134531817896,2.135698677029385
2018-09-01,21.99210604403867,2.2775898230414926
2019-09-01,19.644733905989842,0.31120545743079653
2020-09-01,11.78874234466094,-0.4766600920447006
2021-09-01,11.207308985152897,3.709744013212224
2022-09-01,12.067643109757697,8.535541533132939
2023-09-01,11.53504357110573,3.3700137551581744
2002-10-01,12.383637736486675,-38.78376580172988
2003-10-01,12.525145542355087,3.1243659971596838
2004-10-01,-19.896868384476964,3.9515471740535713
2005-10-01,-19.169577128315662,4.054127125746887
2006-10-01,-15.008675809735038,2.5606381458433525
2007-10-01,-13.770113970355025,3.7672274017024776
2008-10-01,-8.853718920143683,3.6243560633804517
2009-10-01,-7.724674311095514,-0.2497437770212163
2010-10-01,-6.838843650871517,2.5686448184233823
2011-10-01,-8.528464832390636,3.0915371329879093
2012-10-01,-11.01782114951818,4.177137432289069
2013-10-01,-11.130974754118894,-0.09112838381132304
2014-10-01,-10.50331234730314,0.12662302822192828
2015-10-01,-9.531807930840063,-0.30865520641317756
2016-10-01,26.467508933589134,0.9041066437325496
2017-10-01,26.608134531817896,1.857001310448414
2018-10-01,21.99210604403867,2.406803062633367
2019-10-01,19.644733905989842,0.25534957356621035
2020-10-01,11.78874234466094,-1.050379501808374
2021-10-01,11.207308985152897,5.185124171162636
2022-10-01,12.067643109757697,6.831440877055606
2023-10-01,11.53504357110573,3.415827522700421
2002-11-01,12.383637736486675,-38.79787714743903
2003-11-01,12.525145542355087,3.3238270336001907
2004-11-01,-19.896868384476964,3.9244532246087482
2005-11-01,-19.169577128315662,3.9663493946665795
2006-11-01,-15.008675809735038,2.67648736967685
2007-11-01,-13.770113970355025,4.150037888355618
2008-11-01,-8.853718920143683,2.550141876652212
2009-11-01,-7.724674311095514,0.6952902363750235
2010-11-01,-6.838843650871517,2.4648590250948343
2011-11-01,-8.528464832390636,2.9762996240946027
2012-11-01,-11.01782114951818,3.5925344729725417
2013-11-01,-11.130974754118894,0.2556912796381594
2014-11-01,-10.50331234730314,-0.061080808838498424
2015-11-01,-9.531807930840063,0.020372713430982792
2016-11-01,26.467508933589134,0.9648267064032323
2017-11-01,26.608134531817896,1.8782981705439683
2018-11-01,21.99210604403867,1.8801459093277684
2019-11-01,19.644733905989842,0.5227407574114551
2020-11-01,11.78874234466094,-0.9555793008701019
2021-11-01,11.207308985152897,5.324373754186973
2022-11-01,12.067643109757697,6.409255862957042
2023-11-01,11.53504357110573,3.099616787986581
2002-12-01,12.383637736486675,-38.23704639024
2003-12-01,12.525145542355087,3.0925163408102696
2004-12-01,-19.896868384476964,3.610032678825803
2005-12-01,-19.169577128315662,4.286234179347881
2006-12-01,-15.008675809735038,2.7607243023872075
2007-12-01,-13.770113970355025,4.343013822682273
2008-12-01,-8.853718920143683,1.5911282545805205
2009-12-01,-7.724674311095514,1.1758424299952441
2010-12-01,-6.838843650871517,3.0221294461188375
2011-12-01,-8.528464832390636,2.5225389308806134
2012-12-01,-11.01782114951818,3.618537928584109
2013-12-01,-11.130974754118894,0.22931110230062224
2014-12-01,-10.50331234730314,-0.6852903129243026
2015-12-01,-9.531807930840063,0.2798828797795361
2016-12-01,26.467508933589134,1.9139937309459176
2017-12-01,26.608134531817896,1.2481698775002936
2018-12-01,21.99210604403867,1.397153676501195
2019-12-01,19.644733905989842,0.9079996306442295
2020-12-01,11.78874234466094,-0.6456401496665043
2021-12-01,11.207308985152897,6.150413950489675
2022-12-01,12.067643109757697,5.2127218564115285
2023-12-01,11.53504357110573,3.17866109553393
